epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.3684639632701874,0.23057420551776886,0.12507173418998718,1e-04,0.7839998006820679,0.7894306182861328,0.09529592841863632,0.05022463575005531,0.16303087770938873,0.34012147784233093,0.06527253985404968
1,0.5126102566719055,0.34669455885887146,0.06074310094118118,1e-04,0.9308216571807861,0.819747805595398,0.36453571915626526,0.22646771371364594,0.07948830723762512,0.8682298064231873,0.5282726883888245
2,0.61944180727005,0.4506710469722748,0.040472328662872314,1e-04,0.957452654838562,0.8415002226829529,0.5250818133354187,0.36098769307136536,0.0652182400226593,0.662864089012146,0.7945247292518616
3,0.6948531270027161,0.5340647101402283,0.02968136966228485,1e-04,0.967247486114502,0.8493806719779968,0.606872022151947,0.4405990540981293,0.045040301978588104,0.8465771079063416,0.765522301197052
4,0.7523369193077087,0.6043023467063904,0.022825054824352264,1e-04,0.9737383127212524,0.8549048900604248,0.6526965498924255,0.4909112751483917,0.04071206599473953,0.8429883122444153,0.774381697177887
5,0.7939494848251343,0.6592805981636047,0.01847861148416996,1e-04,0.9769280552864075,0.8582280874252319,0.6852501034736633,0.5283060669898987,0.036554839462041855,0.8601236343383789,0.7592878937721252
6,0.8230741024017334,0.7002519369125366,0.015787210315465927,1e-04,0.9775774478912354,0.8579119443893433,0.7232763767242432,0.5737453699111938,0.03325885161757469,0.8898472785949707,0.7598804831504822
7,0.8496847152709961,0.7393328547477722,0.013347432017326355,1e-04,0.9801899194717407,0.8609577417373657,0.736450731754303,0.5924135446548462,0.03643970191478729,0.817941427230835,0.7664430141448975
8,0.868933916091919,0.768847644329071,0.01172959990799427,1e-04,0.9820085763931274,0.8604751229286194,0.6760702729225159,0.5202885270118713,0.036426011472940445,0.8942821621894836,0.6884470582008362
9,0.8358980417251587,0.7213661670684814,0.017022712156176567,1e-04,0.954862654209137,0.834195077419281,0.6350703835487366,0.4898889660835266,0.0689854845404625,0.5138373970985413,0.8407365679740906
10,0.8899641036987305,0.802325963973999,0.01019271556288004,1e-04,0.9811779260635376,0.8592919707298279,0.755901575088501,0.6178463697433472,0.03215426206588745,0.9201850295066833,0.6867476105690002
11,0.9058253169059753,0.8281863927841187,0.008719698525965214,1e-04,0.9846506118774414,0.8623945116996765,0.7677009701728821,0.635061502456665,0.030861984938383102,0.8558610677719116,0.7465007901191711
12,0.9157696962356567,0.8448740243911743,0.007852698676288128,1e-04,0.9863091707229614,0.8636502623558044,0.8023568987846375,0.6815308928489685,0.02997577004134655,0.9352970123291016,0.7133111357688904
13,0.9224624633789062,0.8563181757926941,0.007290089037269354,1e-04,0.9867165684700012,0.8640617728233337,0.802297830581665,0.6804975867271423,0.028705798089504242,0.8880035877227783,0.7417846322059631
14,0.9269428253173828,0.8640750050544739,0.006974425166845322,1e-04,0.9867914915084839,0.8637368083000183,0.7984134554862976,0.6778356432914734,0.031154822558164597,0.8491460084915161,0.7606592178344727
